Place,Time,Marking
>New batch arrives,0.0,8967
>New batch arrives,0.0,8968
>New batch arrives,0.0,8969
>New batch arrives,0.0,8970
>New batch arrives,0.0,8971
>New batch arrives,0.0,8972
>New batch arrives,0.0,8973
>New batch arrives,0.0,8974
>New batch arrives,0.0,8975
>New batch arrives,0.0,8976
>New batch arrives,0.0,8977
>New batch arrives,0.0,8978
>New batch arrives,0.0,8979
>New batch arrives,0.0,8980
>New batch arrives,0.0,8981
>New batch arrives,0.0,8982
>New batch arrives,0.0,8983
>New batch arrives,0.0,8984
>New batch arrives,0.0,8985
>New batch arrives,0.0,8986
>New batch arrives,0.0,8987
>New batch arrives,0.0,8988
>New batch arrives,0.0,8989
>New batch arrives,0.0,8990
>New batch arrives,0.0,8991
>New batch arrives,0.0,8992
>New batch arrives,0.0,8993
>New batch arrives,0.0,8994
>New batch arrives,0.0,8995
>New batch arrives,0.0,8996
>New batch arrives,0.0,8997
>New batch arrives,0.0,8998
>New batch arrives,0.0,8999
>New batch arrives,0.0,9000
>New batch arrives,0.0,9001
>New batch arrives,0.0,9002
>New batch arrives,0.0,9003
>New batch arrives,0.0,9004
>New batch arrives,0.0,9005
>New batch arrives,0.0,9006
>New batch arrives,0.0,9007
>New batch arrives,0.0,9008
>New batch arrives,0.0,9009
>New batch arrives,0.0,9010
>New batch arrives,0.0,9011
>New batch arrives,0.0,9012
>New batch arrives,0.0,9013
>New batch arrives,0.0,9014
>New batch arrives,0.0,9015
>New batch arrives,0.0,9016
>New batch arrives,0.0,9017
>New batch arrives,0.0,9018
>New batch arrives,0.0,9019
>New batch arrives,0.0,9020
>New batch arrives,0.0,9021
>New batch arrives,0.0,9022
>New batch arrives,0.0,9023
>New batch arrives,0.0,9024
>New batch arrives,0.0,9025
>New batch arrives,0.0,9026
>New batch arrives,0.0,9027
>New batch arrives,0.0,9028
>New batch arrives,0.0,9029
>New batch arrives,0.0,9030
>New batch arrives,0.0,9031
>New batch arrives,0.0,9032
>New batch arrives,0.0,9033
>New batch arrives,0.0,9034
>New batch arrives,0.0,9035
>New batch arrives,0.0,9036
>New batch arrives,0.0,9037
>New batch arrives,0.0,9038
>New batch arrives,0.0,9039
>New batch arrives,0.0,9040
>New batch arrives,0.0,9041
>New batch arrives,0.0,9042
>New batch arrives,0.0,9043
>New batch arrives,0.0,9044
>New batch arrives,0.0,9045
>New batch arrives,0.0,9046
>New batch arrives,0.0,9047
>New batch arrives,0.0,9048
>New batch arrives,0.0,9049
>New batch arrives,0.0,9050
>New batch arrives,0.0,9051
>New batch arrives,0.0,9052
>New batch arrives,0.0,9053
>New batch arrives,0.0,9054
>New batch arrives,0.0,9055
>New batch arrives,0.0,9056
>New batch arrives,0.0,9057
>New batch arrives,0.0,9058
>New batch arrives,0.0,9059
>New batch arrives,0.0,9060
>New batch arrives,0.0,9061
>New batch arrives,0.0,9062
>New batch arrives,0.0,9063
>New batch arrives,0.0,9064
>New batch arrives,0.0,9065
>New batch arrives,0.0,9066
>New batch arrives,0.0,9067
>New batch arrives,0.0,9068
>New batch arrives,0.0,9069
>New batch arrives,0.0,9070
>New batch arrives,0.0,9071
>New batch arrives,0.0,9072
>New batch arrives,0.0,9073
>New batch arrives,0.0,9074
>New batch arrives,0.0,9075
>New batch arrives,0.0,9076
>New batch arrives,0.0,9077
>New batch arrives,0.0,9078
>New batch arrives,0.0,9079
>New batch arrives,0.0,9080
>New batch arrives,0.0,9081
>New batch arrives,0.0,9082
>New batch arrives,0.0,9083
>New batch arrives,0.0,9084
>New batch arrives,0.0,9085
>New batch arrives,0.0,9086
>New batch arrives,0.0,9087
>New batch arrives,0.0,9088
>New batch arrives,0.0,9089
>New batch arrives,0.0,9090
>New batch arrives,0.0,9091
>New batch arrives,0.0,9092
>New batch arrives,0.0,9093
>New batch arrives,0.0,9094
>New batch arrives,0.0,9095
>New batch arrives,0.0,9096
>New batch arrives,0.0,9097
>New batch arrives,0.0,9098
>New batch arrives,0.0,9099
>New batch arrives,0.0,9100
>New batch arrives,0.0,9101
>New batch arrives,0.0,9102
>New batch arrives,0.0,9103
>New batch arrives,0.0,9104
>New batch arrives,0.0,9105
>New batch arrives,0.0,9106
>New batch arrives,0.0,9107
>New batch arrives,0.0,9108
>New batch arrives,0.0,9109
>New batch arrives,0.0,9110
>New batch arrives,0.0,9111
>New batch arrives,0.0,9112
>New batch arrives,0.0,9113
>New batch arrives,0.0,9114
>New batch arrives,0.0,9115
>New batch arrives,0.0,9116
>New batch arrives,0.0,9117
>New batch arrives,0.0,9118
>New batch arrives,0.0,9119
>New batch arrives,0.0,9120
>New batch arrives,0.0,9121
>New batch arrives,0.0,9122
>New batch arrives,0.0,9123
>New batch arrives,0.0,9124
>New batch arrives,0.0,9125
>New batch arrives,0.0,9126
>New batch arrives,0.0,9127
>New batch arrives,0.0,9128
>New batch arrives,0.0,9129
>New batch arrives,0.0,9130
>New batch arrives,0.0,9131
>New batch arrives,0.0,9132
>New batch arrives,0.0,9133
>New batch arrives,0.0,9134
>New batch arrives,0.0,9135
>New batch arrives,0.0,9136
>New batch arrives,0.0,9137
>New batch arrives,0.0,9138
>New batch arrives,0.0,9139
>New batch arrives,0.0,9140
>New batch arrives,0.0,9141
>New batch arrives,0.0,9142
>New batch arrives,0.0,9143
>New batch arrives,0.0,9144
>New batch arrives,0.0,9145
>New batch arrives,0.0,9146
>New batch arrives,0.0,9147
>New batch arrives,0.0,9148
>New batch arrives,0.0,9149
>New batch arrives,0.0,9150
>New batch arrives,0.0,9151
>New batch arrives,0.0,9152
>New batch arrives,0.0,9153
>New batch arrives,0.0,9154
>New batch arrives,0.0,9155
>New batch arrives,0.0,9156
>New batch arrives,0.0,9157
>New batch arrives,0.0,9158
>New batch arrives,0.0,9159
>New batch arrives,0.0,9160
>New batch arrives,0.0,9161
>New batch arrives,0.0,9162
>New batch arrives,0.0,9163
>New batch arrives,0.0,9164
>New batch arrives,0.0,9165
>New batch arrives,0.0,9166
>New batch arrives,0.0,9167
>New batch arrives,0.0,9168
>New batch arrives,0.0,9169
>New batch arrives,0.0,9170
>New batch arrives,0.0,9171
>New batch arrives,0.0,9172
>New batch arrives,0.0,9173
>New batch arrives,0.0,9174
>New batch arrives,0.0,9175
>New batch arrives,0.0,9176
>New batch arrives,0.0,9177
>New batch arrives,0.0,9178
>New batch arrives,0.0,9179
>New batch arrives,0.0,9180
>New batch arrives,0.0,9181
>New batch arrives,0.0,9182
>New batch arrives,0.0,9183
>New batch arrives,0.0,9184
>New batch arrives,0.0,9185
>New batch arrives,0.0,9186
>New batch arrives,0.0,9187
>New batch arrives,0.0,9188
>New batch arrives,0.0,9189
>New batch arrives,0.0,9190
>New batch arrives,0.0,9191
>New batch arrives,0.0,9192
>New batch arrives,0.0,9193
>New batch arrives,0.0,9194
>New batch arrives,0.0,9195
>New batch arrives,0.0,9196
>New batch arrives,0.0,9197
>New batch arrives,0.0,9198
>New batch arrives,0.0,9199
>New batch arrives,0.0,9200
>New batch arrives,0.0,9201
>New batch arrives,0.0,9202
>New batch arrives,0.0,9203
>New batch arrives,0.0,9204
>New batch arrives,0.0,9205
>New batch arrives,0.0,9206
>New batch arrives,0.0,9207
>New batch arrives,0.0,9208
>New batch arrives,0.0,9209
>New batch arrives,0.0,9210
>New batch arrives,0.0,9211
>New batch arrives,0.0,9212
>New batch arrives,0.0,9213
>New batch arrives,0.0,9214
>New batch arrives,0.0,9215
>New batch arrives,0.0,9216
>New batch arrives,0.0,9217
>New batch arrives,0.0,9218
>New batch arrives,0.0,9219
>New batch arrives,0.0,9220
>New batch arrives,0.0,9221
>New batch arrives,0.0,9222
>New batch arrives,0.0,9223
>New batch arrives,0.0,9224
>New batch arrives,0.0,9225
>New batch arrives,0.0,9226
>New batch arrives,0.0,9227
>New batch arrives,0.0,9228
>New batch arrives,0.0,9229
>New batch arrives,0.0,9230
>New batch arrives,0.0,9231
>New batch arrives,0.0,9232
>New batch arrives,0.0,9233
>New batch arrives,0.0,9234
>New batch arrives,0.0,9235
>New batch arrives,0.0,9236
>New batch arrives,0.0,9237
>New batch arrives,0.0,9238
>New batch arrives,0.0,9239
>New batch arrives,0.0,9240
>New batch arrives,0.0,9241
>New batch arrives,0.0,9242
>New batch arrives,0.0,9243
>New batch arrives,0.0,9244
>New batch arrives,0.0,9245
>New batch arrives,0.0,9246
>New batch arrives,0.0,9247
>New batch arrives,0.0,9248
>New batch arrives,0.0,9249
>New batch arrives,0.0,9250
>New batch arrives,0.0,9251
>New batch arrives,0.0,9252
>New batch arrives,0.0,9253
>New batch arrives,0.0,9254
>New batch arrives,0.0,9255
>New batch arrives,0.0,9256
>New batch arrives,0.0,9257
>New batch arrives,0.0,9258
>New batch arrives,0.0,9259
>New batch arrives,0.0,9260
>New batch arrives,0.0,9261
>New batch arrives,0.0,9262
>New batch arrives,0.0,9263
>New batch arrives,0.0,9264
>New batch arrives,0.0,9265
>New batch arrives,0.0,9266
>New batch arrives,0.0,9267
>New batch arrives,0.0,9268
>New batch arrives,0.0,9269
>New batch arrives,0.0,9270
>New batch arrives,0.0,9271
>New batch arrives,0.0,9272
>New batch arrives,0.0,9273
>New batch arrives,0.0,9274
>New batch arrives,0.0,9275
>New batch arrives,0.0,9276
>New batch arrives,0.0,9277
>New batch arrives,0.0,9278
>New batch arrives,0.0,9279
>New batch arrives,0.0,9280
>New batch arrives,0.0,9281
>New batch arrives,0.0,9282
>New batch arrives,0.0,9283
>New batch arrives,0.0,9284
>New batch arrives,0.0,9285
>New batch arrives,0.0,9286
>New batch arrives,0.0,9287
>New batch arrives,0.0,9288
>New batch arrives,0.0,9289
>New batch arrives,0.0,9290
>New batch arrives,0.0,9291
>New batch arrives,0.0,9292
>New batch arrives,0.0,9293
>New batch arrives,0.0,9294
>New batch arrives,0.0,9295
>New batch arrives,0.0,9296
>New batch arrives,0.0,9297
>New batch arrives,0.0,9298
>New batch arrives,0.0,9299
>New batch arrives,0.0,9300
>New batch arrives,0.0,9301
>New batch arrives,0.0,9302
>New batch arrives,0.0,9303
>New batch arrives,0.0,9304
>New batch arrives,0.0,9305
>New batch arrives,0.0,9306
>New batch arrives,0.0,9307
>New batch arrives,0.0,9308
>New batch arrives,0.0,9309
>New batch arrives,0.0,9310
>New batch arrives,0.0,9311
>New batch arrives,0.0,9312
>New batch arrives,0.0,9313
>New batch arrives,0.0,9314
>New batch arrives,0.0,9315
>New batch arrives,0.0,9316
>New batch arrives,0.0,9317
>New batch arrives,0.0,9318
>New batch arrives,0.0,9319
>New batch arrives,0.0,9320
>New batch arrives,0.0,9321
>New batch arrives,0.0,9322
>New batch arrives,0.0,9323
>New batch arrives,0.0,9324
>New batch arrives,0.0,9325
>New batch arrives,0.0,9326
>New batch arrives,0.0,9327
>New batch arrives,0.0,9328
>New batch arrives,0.0,9329
>New batch arrives,0.0,9330
>New batch arrives,0.0,9331
>New batch arrives,0.0,9332
>New batch arrives,0.0,9333
>New batch arrives,0.0,9334
>New batch arrives,0.0,9335
>New batch arrives,0.0,9336
>New batch arrives,0.0,9337
>New batch arrives,0.0,9338
>New batch arrives,0.0,9339
>New batch arrives,0.0,9340
>New batch arrives,0.0,9341
>New batch arrives,0.0,9342
>New batch arrives,0.0,9343
>New batch arrives,0.0,9344
>New batch arrives,0.0,9345
>New batch arrives,0.0,9346
>New batch arrives,0.0,9347
>New batch arrives,0.0,9348
>New batch arrives,0.0,9349
>New batch arrives,0.0,9350
>New batch arrives,0.0,9351
>New batch arrives,0.0,9352
>New batch arrives,0.0,9353
>New batch arrives,0.0,9354
>New batch arrives,0.0,9355
>New batch arrives,0.0,9356
>New batch arrives,0.0,9357
>New batch arrives,0.0,9358
>New batch arrives,0.0,9359
>New batch arrives,0.0,9360
>New batch arrives,0.0,9361
>New batch arrives,0.0,9362
>New batch arrives,0.0,9363
>New batch arrives,0.0,9364
>New batch arrives,0.0,9365
>New batch arrives,0.0,9366
>New batch arrives,0.0,9367
>New batch arrives,0.0,9368
>New batch arrives,0.0,9369
>New batch arrives,0.0,9370
>New batch arrives,0.0,9371
>New batch arrives,0.0,9372
>New batch arrives,0.0,9373
>New batch arrives,0.0,9374
>New batch arrives,0.0,9375
>New batch arrives,0.0,9376
>New batch arrives,0.0,9377
>New batch arrives,0.0,9378
>New batch arrives,0.0,9379
>New batch arrives,0.0,9380
>New batch arrives,0.0,9381
>New batch arrives,0.0,9382
>New batch arrives,0.0,9383
>New batch arrives,0.0,9384
>New batch arrives,0.0,9385
>New batch arrives,0.0,9386
>New batch arrives,0.0,9387
>New batch arrives,0.0,9388
>New batch arrives,0.0,9389
>New batch arrives,0.0,9390
>New batch arrives,0.0,9391
>New batch arrives,0.0,9392
>New batch arrives,0.0,9393
>New batch arrives,0.0,9394
>New batch arrives,0.0,9395
>New batch arrives,0.0,9396
>New batch arrives,0.0,9397
>New batch arrives,0.0,9398
>New batch arrives,0.0,9399
>New batch arrives,0.0,9400
>New batch arrives,0.0,9401
>New batch arrives,0.0,9402
>New batch arrives,0.0,9403
>New batch arrives,0.0,9404
>New batch arrives,0.0,9405
>New batch arrives,0.0,9406
>New batch arrives,0.0,9407
>New batch arrives,0.0,9408
>New batch arrives,0.0,9409
>New batch arrives,0.0,9410
>New batch arrives,0.0,9411
>New batch arrives,0.0,9412
>New batch arrives,0.0,9413
>New batch arrives,0.0,9414
>New batch arrives,0.0,9415
>New batch arrives,0.0,9416
>New batch arrives,0.0,9417
>New batch arrives,0.0,9418
>New batch arrives,0.0,9419
>New batch arrives,0.0,9420
>New batch arrives,0.0,9421
>New batch arrives,0.0,9422
>New batch arrives,0.0,9423
>New batch arrives,0.0,9424
>New batch arrives,0.0,9425
>New batch arrives,0.0,9426
>New batch arrives,0.0,9427
>New batch arrives,0.0,9428
>New batch arrives,0.0,9429
>New batch arrives,0.0,9430
>New batch arrives,0.0,9431
>New batch arrives,0.0,9432
>New batch arrives,0.0,9433
>New batch arrives,0.0,9434
>New batch arrives,0.0,9435
>New batch arrives,0.0,9436
>New batch arrives,0.0,9437
>New batch arrives,0.0,9438
>New batch arrives,0.0,9439
>New batch arrives,0.0,9440
>New batch arrives,0.0,9441
>New batch arrives,0.0,9442
>New batch arrives,0.0,9443
>New batch arrives,0.0,9444
>New batch arrives,0.0,9445
>New batch arrives,0.0,9446
>New batch arrives,0.0,9447
>New batch arrives,0.0,9448
>New batch arrives,0.0,9449
>New batch arrives,0.0,9450
>New batch arrives,0.0,9451
>New batch arrives,0.0,9452
>New batch arrives,0.0,9453
>New batch arrives,0.0,9454
>New batch arrives,0.0,9455
>New batch arrives,0.0,9456
>New batch arrives,0.0,9457
>New batch arrives,0.0,9458
>New batch arrives,0.0,9459
>New batch arrives,0.0,9460
>New batch arrives,0.0,9461
>New batch arrives,0.0,9462
>New batch arrives,0.0,9463
>New batch arrives,0.0,9464
>New batch arrives,0.0,9465
>New batch arrives,0.0,9466
>New batch arrives,0.0,9467
>New batch arrives,0.0,9468
>New batch arrives,0.0,9469
>New batch arrives,0.0,9470
>New batch arrives,0.0,9471
>New batch arrives,0.0,9472
>New batch arrives,0.0,9473
>New batch arrives,0.0,9474
>New batch arrives,0.0,9475
>New batch arrives,0.0,9476
>New batch arrives,0.0,9477
>New batch arrives,0.0,9478
>New batch arrives,0.0,9479
>New batch arrives,0.0,9480
>New batch arrives,0.0,9481
>New batch arrives,0.0,9482
>New batch arrives,0.0,9483
>New batch arrives,0.0,9484
>New batch arrives,0.0,9485
>New batch arrives,0.0,9486
>New batch arrives,0.0,9487
>New batch arrives,0.0,9488
>New batch arrives,0.0,9489
>New batch arrives,0.0,9490
>New batch arrives,0.0,9491
>New batch arrives,0.0,9492
>New batch arrives,0.0,9493
>New batch arrives,0.0,9494
>New batch arrives,0.0,9495
>New batch arrives,0.0,9496
>New batch arrives,0.0,9497
>New batch arrives,0.0,9498
>New batch arrives,0.0,9499
>New batch arrives,0.0,9500
>New batch arrives,0.0,9501
>New batch arrives,0.0,9502
>New batch arrives,0.0,9503
>New batch arrives,0.0,9504
>New batch arrives,0.0,9505
>New batch arrives,0.0,9506
>New batch arrives,0.0,9507
>New batch arrives,0.0,9508
>New batch arrives,0.0,9509
>New batch arrives,0.0,9510
>New batch arrives,0.0,9511
>New batch arrives,0.0,9512
>New batch arrives,0.0,9513
>New batch arrives,0.0,9514
>New batch arrives,0.0,9515
>New batch arrives,0.0,9516
>New batch arrives,0.0,9517
>New batch arrives,0.0,9518
>New batch arrives,0.0,9519
>New batch arrives,0.0,9520
>New batch arrives,0.0,9521
>New batch arrives,0.0,9522
>New batch arrives,0.0,9523
>New batch arrives,0.0,9524
>New batch arrives,0.0,9525
>New batch arrives,0.0,9526
>New batch arrives,0.0,9527
>New batch arrives,0.0,9528
>New batch arrives,0.0,9529
>New batch arrives,0.0,9530
>New batch arrives,0.0,9531
>New batch arrives,0.0,9532
>New batch arrives,0.0,9533
>New batch arrives,0.0,9534
>New batch arrives,0.0,9535
>New batch arrives,0.0,9536
>New batch arrives,0.0,9537
>New batch arrives,0.0,9538
>New batch arrives,0.0,9539
>New batch arrives,0.0,9540
>New batch arrives,0.0,9541
>New batch arrives,0.0,9542
>New batch arrives,0.0,9543
>New batch arrives,0.0,9544
>New batch arrives,0.0,9545
>New batch arrives,0.0,9546
>New batch arrives,0.0,9547
>New batch arrives,0.0,9548
>New batch arrives,0.0,9549
>New batch arrives,0.0,9550
>New batch arrives,0.0,9551
>New batch arrives,0.0,9552
>New batch arrives,0.0,9553
>New batch arrives,0.0,9554
>New batch arrives,0.0,9555
>New batch arrives,0.0,9556
>New batch arrives,0.0,9557
>New batch arrives,0.0,9558
>New batch arrives,0.0,9559
>New batch arrives,0.0,9560
>New batch arrives,0.0,9561
>New batch arrives,0.0,9562
>New batch arrives,0.0,9563
>New batch arrives,0.0,9564
>New batch arrives,0.0,9565
>New batch arrives,0.0,9566
>New batch arrives,0.0,9567
>New batch arrives,0.0,9568
>New batch arrives,0.0,9569
>New batch arrives,0.0,9570
>New batch arrives,0.0,9571
>New batch arrives,0.0,9572
>New batch arrives,0.0,9573
>New batch arrives,0.0,9574
>New batch arrives,0.0,9575
>New batch arrives,0.0,9576
>New batch arrives,0.0,9577
>New batch arrives,0.0,9578
>New batch arrives,0.0,9579
>New batch arrives,0.0,9580
>New batch arrives,0.0,9581
>New batch arrives,0.0,9582
>New batch arrives,0.0,9583
>New batch arrives,0.0,9584
>New batch arrives,0.0,9585
>New batch arrives,0.0,9586
>New batch arrives,0.0,9587
>New batch arrives,0.0,9588
>New batch arrives,0.0,9589
>New batch arrives,0.0,9590
>New batch arrives,0.0,9591
>New batch arrives,0.0,9592
>New batch arrives,0.0,9593
>New batch arrives,0.0,9594
>New batch arrives,0.0,9595
>New batch arrives,0.0,9596
>New batch arrives,0.0,9597
>New batch arrives,0.0,9598
>New batch arrives,0.0,9599
>New batch arrives,0.0,9600
>New batch arrives,0.0,9601
>New batch arrives,0.0,9602
>New batch arrives,0.0,9603
>New batch arrives,0.0,9604
>New batch arrives,0.0,9605
>New batch arrives,0.0,9606
>New batch arrives,0.0,9607
>New batch arrives,0.0,9608
>New batch arrives,0.0,9609
>New batch arrives,0.0,9610
>New batch arrives,0.0,9611
>New batch arrives,0.0,9612
>New batch arrives,0.0,9613
>New batch arrives,0.0,9614
>New batch arrives,0.0,9615
>New batch arrives,0.0,9616
>New batch arrives,0.0,9617
>New batch arrives,0.0,9618
>New batch arrives,0.0,9619
>New batch arrives,0.0,9620
>New batch arrives,0.0,9621
>New batch arrives,0.0,9622
>New batch arrives,0.0,9623
>New batch arrives,0.0,9624
>New batch arrives,0.0,9625
>New batch arrives,0.0,9626
>New batch arrives,0.0,9627
>New batch arrives,0.0,9628
>New batch arrives,0.0,9629
>New batch arrives,0.0,9630
>New batch arrives,0.0,9631
>New batch arrives,0.0,9632
>New batch arrives,0.0,9633
>New batch arrives,0.0,9634
>New batch arrives,0.0,9635
>New batch arrives,0.0,9636
>New batch arrives,0.0,9637
>New batch arrives,0.0,9638
>New batch arrives,0.0,9639
>New batch arrives,0.0,9640
>New batch arrives,0.0,9641
>New batch arrives,0.0,9642
>New batch arrives,0.0,9643
>New batch arrives,0.0,9644
>New batch arrives,0.0,9645
>New batch arrives,0.0,9646
>New batch arrives,0.0,9647
>New batch arrives,0.0,9648
>New batch arrives,0.0,9649
>New batch arrives,0.0,9650
>New batch arrives,0.0,9651
>New batch arrives,0.0,9652
>New batch arrives,0.0,9653
>New batch arrives,0.0,9654
>New batch arrives,0.0,9655
>New batch arrives,0.0,9656
>New batch arrives,0.0,9657
>New batch arrives,0.0,9658
>New batch arrives,0.0,9659
>New batch arrives,0.0,9660
>New batch arrives,0.0,9661
>New batch arrives,0.0,9662
>New batch arrives,0.0,9663
>New batch arrives,0.0,9664
>New batch arrives,0.0,9665
>New batch arrives,0.0,9666
>New batch arrives,0.0,9667
>New batch arrives,0.0,9668
>New batch arrives,0.0,9669
>New batch arrives,0.0,9670
>New batch arrives,0.0,9671
>New batch arrives,0.0,9672
>New batch arrives,0.0,9673
>New batch arrives,0.0,9674
>New batch arrives,0.0,9675
>New batch arrives,0.0,9676
>New batch arrives,0.0,9677
>New batch arrives,0.0,9678
>New batch arrives,0.0,9679
>New batch arrives,0.0,9680
>New batch arrives,0.0,9681
>New batch arrives,0.0,9682
>New batch arrives,0.0,9683
>New batch arrives,0.0,9684
>New batch arrives,0.0,9685
>New batch arrives,0.0,9686
>New batch arrives,0.0,9687
>New batch arrives,0.0,9688
>New batch arrives,0.0,9689
>New batch arrives,0.0,9690
>New batch arrives,0.0,9691
>New batch arrives,0.0,9692
>New batch arrives,0.0,9693
>New batch arrives,0.0,9694
>New batch arrives,0.0,9695
>New batch arrives,0.0,9696
>New batch arrives,0.0,9697
>New batch arrives,0.0,9698
>New batch arrives,0.0,9699
>New batch arrives,0.0,9700
>New batch arrives,0.0,9701
>New batch arrives,0.0,9702
>New batch arrives,0.0,9703
>New batch arrives,0.0,9704
>New batch arrives,0.0,9705
>New batch arrives,0.0,9706
>New batch arrives,0.0,9707
>New batch arrives,0.0,9708
>New batch arrives,0.0,9709
>New batch arrives,0.0,9710
>New batch arrives,0.0,9711
>New batch arrives,0.0,9712
>New batch arrives,0.0,9713
>New batch arrives,0.0,9714
>New batch arrives,0.0,9715
>New batch arrives,0.0,9716
>New batch arrives,0.0,9717
>New batch arrives,0.0,9718
>New batch arrives,0.0,9719
>New batch arrives,0.0,9720
>New batch arrives,0.0,9721
>New batch arrives,0.0,9722
>New batch arrives,0.0,9723
>New batch arrives,0.0,9724
>New batch arrives,0.0,9725
>New batch arrives,0.0,9726
>New batch arrives,0.0,9727
>New batch arrives,0.0,9728
>New batch arrives,0.0,9729
>New batch arrives,0.0,9730
>New batch arrives,0.0,9731
>New batch arrives,0.0,9732
>New batch arrives,0.0,9733
>New batch arrives,0.0,9734
>New batch arrives,0.0,9735
>New batch arrives,0.0,9736
>New batch arrives,0.0,9737
>New batch arrives,0.0,9738
>New batch arrives,0.0,9739
>New batch arrives,0.0,9740
>New batch arrives,0.0,9741
>New batch arrives,0.0,9742
>New batch arrives,0.0,9743
>New batch arrives,0.0,9744
>New batch arrives,0.0,9745
>New batch arrives,0.0,9746
>New batch arrives,0.0,9747
>New batch arrives,0.0,9748
>New batch arrives,0.0,9749
>New batch arrives,0.0,9750
>New batch arrives,0.0,9751
>New batch arrives,0.0,9752
>New batch arrives,0.0,9753
>New batch arrives,0.0,9754
>New batch arrives,0.0,9755
>New batch arrives,0.0,9756
>New batch arrives,0.0,9757
>New batch arrives,0.0,9758
>New batch arrives,0.0,9759
>New batch arrives,0.0,9760
>New batch arrives,0.0,9761
>New batch arrives,0.0,9762
>New batch arrives,0.0,9763
>New batch arrives,0.0,9764
>New batch arrives,0.0,9765
>New batch arrives,0.0,9766
>New batch arrives,0.0,9767
>New batch arrives,0.0,9768
>New batch arrives,0.0,9769
>New batch arrives,0.0,9770
>New batch arrives,0.0,9771
>New batch arrives,0.0,9772
>New batch arrives,0.0,9773
>New batch arrives,0.0,9774
>New batch arrives,0.0,9775
>New batch arrives,0.0,9776
>New batch arrives,0.0,9777
>New batch arrives,0.0,9778
>New batch arrives,0.0,9779
>New batch arrives,0.0,9780
>New batch arrives,0.0,9781
>New batch arrives,0.0,9782
>New batch arrives,0.0,9783
>New batch arrives,0.0,9784
>New batch arrives,0.0,9785
>New batch arrives,0.0,9786
>New batch arrives,0.0,9787
>New batch arrives,0.0,9788
>New batch arrives,0.0,9789
>New batch arrives,0.0,9790
>New batch arrives,0.0,9791
>New batch arrives,0.0,9792
>New batch arrives,0.0,9793
>New batch arrives,0.0,9794
>New batch arrives,0.0,9795
>New batch arrives,0.0,9796
>New batch arrives,0.0,9797
>New batch arrives,0.0,9798
>New batch arrives,0.0,9799
>New batch arrives,0.0,9800
>New batch arrives,0.0,9801
>New batch arrives,0.0,9802
>New batch arrives,0.0,9803
>New batch arrives,0.0,9804
>New batch arrives,0.0,9805
>New batch arrives,0.0,9806
>New batch arrives,0.0,9807
>New batch arrives,0.0,9808
>New batch arrives,0.0,9809
>New batch arrives,0.0,9810
>New batch arrives,0.0,9811
>New batch arrives,0.0,9812
>New batch arrives,0.0,9813
>New batch arrives,0.0,9814
>New batch arrives,0.0,9815
>New batch arrives,0.0,9816
>New batch arrives,0.0,9817
>New batch arrives,0.0,9818
>New batch arrives,0.0,9819
>New batch arrives,0.0,9820
>New batch arrives,0.0,9821
>New batch arrives,0.0,9822
>New batch arrives,0.0,9823
>New batch arrives,0.0,9824
>New batch arrives,0.0,9825
>New batch arrives,0.0,9826
>New batch arrives,0.0,9827
>New batch arrives,0.0,9828
>New batch arrives,0.0,9829
>New batch arrives,0.0,9830
>New batch arrives,0.0,9831
>New batch arrives,0.0,9832
>New batch arrives,0.0,9833
>New batch arrives,0.0,9834
>New batch arrives,0.0,9835
>New batch arrives,0.0,9836
>New batch arrives,0.0,9837
>New batch arrives,0.0,9838
>New batch arrives,0.0,9839
>New batch arrives,0.0,9840
>New batch arrives,0.0,9841
>New batch arrives,0.0,9842
>New batch arrives,0.0,9843
>New batch arrives,0.0,9844
>New batch arrives,0.0,9845
>New batch arrives,0.0,9846
>New batch arrives,0.0,9847
>New batch arrives,0.0,9848
>New batch arrives,0.0,9849
>New batch arrives,0.0,9850
>New batch arrives,0.0,9851
>New batch arrives,0.0,9852
>New batch arrives,0.0,9853
>New batch arrives,0.0,9854
>New batch arrives,0.0,9855
>New batch arrives,0.0,9856
>New batch arrives,0.0,9857
>New batch arrives,0.0,9858
>New batch arrives,0.0,9859
>New batch arrives,0.0,9860
>New batch arrives,0.0,9861
>New batch arrives,0.0,9862
>New batch arrives,0.0,9863
>New batch arrives,0.0,9864
>New batch arrives,0.0,9865
>New batch arrives,0.0,9866
>New batch arrives,0.0,9867
>New batch arrives,0.0,9868
>New batch arrives,0.0,9869
>New batch arrives,0.0,9870
>New batch arrives,0.0,9871
>New batch arrives,0.0,9872
>New batch arrives,0.0,9873
>New batch arrives,0.0,9874
>New batch arrives,0.0,9875
>New batch arrives,0.0,9876
>New batch arrives,0.0,9877
>New batch arrives,0.0,9878
>New batch arrives,0.0,9879
>New batch arrives,0.0,9880
>New batch arrives,0.0,9881
>New batch arrives,0.0,9882
>New batch arrives,0.0,9883
>New batch arrives,0.0,9884
>New batch arrives,0.0,9885
>New batch arrives,0.0,9886
>New batch arrives,0.0,9887
>New batch arrives,0.0,9888
>New batch arrives,0.0,9889
>New batch arrives,0.0,9890
>New batch arrives,0.0,9891
>New batch arrives,0.0,9892
>New batch arrives,0.0,9893
>New batch arrives,0.0,9894
>New batch arrives,0.0,9895
>New batch arrives,0.0,9896
>New batch arrives,0.0,9897
>New batch arrives,0.0,9898
