Place,Time,Marking
>New batch arrives,0.0,9899
>New batch arrives,0.0,9900
>New batch arrives,0.0,9901
>New batch arrives,0.0,9902
>New batch arrives,0.0,9903
>New batch arrives,0.0,9904
>New batch arrives,0.0,9905
>New batch arrives,0.0,9906
>New batch arrives,0.0,9907
>New batch arrives,0.0,9908
>New batch arrives,0.0,9909
>New batch arrives,0.0,9910
>New batch arrives,0.0,9911
>New batch arrives,0.0,9912
>New batch arrives,0.0,9913
>New batch arrives,0.0,9914
>New batch arrives,0.0,9915
>New batch arrives,0.0,9916
>New batch arrives,0.0,9917
>New batch arrives,0.0,9918
>New batch arrives,0.0,9919
>New batch arrives,0.0,9920
>New batch arrives,0.0,9921
>New batch arrives,0.0,9922
>New batch arrives,0.0,9923
>New batch arrives,0.0,9924
>New batch arrives,0.0,9925
>New batch arrives,0.0,9926
>New batch arrives,0.0,9927
>New batch arrives,0.0,9928
>New batch arrives,0.0,9929
>New batch arrives,0.0,9930
>New batch arrives,0.0,9931
>New batch arrives,0.0,9932
>New batch arrives,0.0,9933
>New batch arrives,0.0,9934
>New batch arrives,0.0,9935
>New batch arrives,0.0,9936
>New batch arrives,0.0,9937
>New batch arrives,0.0,9938
>New batch arrives,0.0,9939
>New batch arrives,0.0,9940
>New batch arrives,0.0,9941
>New batch arrives,0.0,9942
>New batch arrives,0.0,9943
>New batch arrives,0.0,9944
>New batch arrives,0.0,9945
>New batch arrives,0.0,9946
>New batch arrives,0.0,9947
>New batch arrives,0.0,9948
>New batch arrives,0.0,9949
>New batch arrives,0.0,9950
>New batch arrives,0.0,9951
>New batch arrives,0.0,9952
>New batch arrives,0.0,9953
>New batch arrives,0.0,9954
>New batch arrives,0.0,9955
>New batch arrives,0.0,9956
>New batch arrives,0.0,9957
>New batch arrives,0.0,9958
>New batch arrives,0.0,9959
>New batch arrives,0.0,9960
>New batch arrives,0.0,9961
>New batch arrives,0.0,9962
>New batch arrives,0.0,9963
>New batch arrives,0.0,9964
>New batch arrives,0.0,9965
>New batch arrives,0.0,9966
>New batch arrives,0.0,9967
>New batch arrives,0.0,9968
>New batch arrives,0.0,9969
>New batch arrives,0.0,9970
>New batch arrives,0.0,9971
>New batch arrives,0.0,9972
>New batch arrives,0.0,9973
>New batch arrives,0.0,9974
>New batch arrives,0.0,9975
>New batch arrives,0.0,9976
>New batch arrives,0.0,9977
>New batch arrives,0.0,9978
>New batch arrives,0.0,9979
>New batch arrives,0.0,9980
>New batch arrives,0.0,9981
>New batch arrives,0.0,9982
>New batch arrives,0.0,9983
>New batch arrives,0.0,9984
>New batch arrives,0.0,9985
>New batch arrives,0.0,9986
>New batch arrives,0.0,9987
>New batch arrives,0.0,9988
>New batch arrives,0.0,9989
>New batch arrives,0.0,9990
>New batch arrives,0.0,9991
>New batch arrives,0.0,9992
>New batch arrives,0.0,9993
>New batch arrives,0.0,9994
>New batch arrives,0.0,9995
>New batch arrives,0.0,9996
>New batch arrives,0.0,9997
>New batch arrives,0.0,9998
>New batch arrives,0.0,9999
>New batch arrives,0.0,10000
>New batch arrives,0.0,10001
>New batch arrives,0.0,10002
>New batch arrives,0.0,10003
>New batch arrives,0.0,10004
>New batch arrives,0.0,10005
>New batch arrives,0.0,10006
>New batch arrives,0.0,10007
>New batch arrives,0.0,10008
>New batch arrives,0.0,10009
>New batch arrives,0.0,10010
>New batch arrives,0.0,10011
>New batch arrives,0.0,10012
>New batch arrives,0.0,10013
>New batch arrives,0.0,10014
>New batch arrives,0.0,10015
>New batch arrives,0.0,10016
>New batch arrives,0.0,10017
>New batch arrives,0.0,10018
>New batch arrives,0.0,10019
>New batch arrives,0.0,10020
>New batch arrives,0.0,10021
>New batch arrives,0.0,10022
>New batch arrives,0.0,10023
>New batch arrives,0.0,10024
>New batch arrives,0.0,10025
>New batch arrives,0.0,10026
>New batch arrives,0.0,10027
>New batch arrives,0.0,10028
>New batch arrives,0.0,10029
>New batch arrives,0.0,10030
>New batch arrives,0.0,10031
>New batch arrives,0.0,10032
>New batch arrives,0.0,10033
>New batch arrives,0.0,10034
>New batch arrives,0.0,10035
>New batch arrives,0.0,10036
>New batch arrives,0.0,10037
>New batch arrives,0.0,10038
>New batch arrives,0.0,10039
>New batch arrives,0.0,10040
>New batch arrives,0.0,10041
>New batch arrives,0.0,10042
>New batch arrives,0.0,10043
>New batch arrives,0.0,10044
>New batch arrives,0.0,10045
>New batch arrives,0.0,10046
>New batch arrives,0.0,10047
>New batch arrives,0.0,10048
>New batch arrives,0.0,10049
>New batch arrives,0.0,10050
>New batch arrives,0.0,10051
>New batch arrives,0.0,10052
>New batch arrives,0.0,10053
>New batch arrives,0.0,10054
>New batch arrives,0.0,10055
>New batch arrives,0.0,10056
>New batch arrives,0.0,10057
>New batch arrives,0.0,10058
>New batch arrives,0.0,10059
>New batch arrives,0.0,10060
>New batch arrives,0.0,10061
>New batch arrives,0.0,10062
>New batch arrives,0.0,10063
>New batch arrives,0.0,10064
>New batch arrives,0.0,10065
>New batch arrives,0.0,10066
>New batch arrives,0.0,10067
>New batch arrives,0.0,10068
>New batch arrives,0.0,10069
>New batch arrives,0.0,10070
>New batch arrives,0.0,10071
>New batch arrives,0.0,10072
>New batch arrives,0.0,10073
>New batch arrives,0.0,10074
>New batch arrives,0.0,10075
>New batch arrives,0.0,10076
>New batch arrives,0.0,10077
>New batch arrives,0.0,10078
>New batch arrives,0.0,10079
>New batch arrives,0.0,10080
>New batch arrives,0.0,10081
>New batch arrives,0.0,10082
>New batch arrives,0.0,10083
>New batch arrives,0.0,10084
>New batch arrives,0.0,10085
>New batch arrives,0.0,10086
>New batch arrives,0.0,10087
>New batch arrives,0.0,10088
>New batch arrives,0.0,10089
>New batch arrives,0.0,10090
>New batch arrives,0.0,10091
>New batch arrives,0.0,10092
>New batch arrives,0.0,10093
>New batch arrives,0.0,10094
>New batch arrives,0.0,10095
>New batch arrives,0.0,10096
>New batch arrives,0.0,10097
>New batch arrives,0.0,10098
>New batch arrives,0.0,10099
>New batch arrives,0.0,10100
>New batch arrives,0.0,10101
>New batch arrives,0.0,10102
>New batch arrives,0.0,10103
>New batch arrives,0.0,10104
>New batch arrives,0.0,10105
>New batch arrives,0.0,10106
>New batch arrives,0.0,10107
>New batch arrives,0.0,10108
>New batch arrives,0.0,10109
>New batch arrives,0.0,10110
>New batch arrives,0.0,10111
>New batch arrives,0.0,10112
>New batch arrives,0.0,10113
>New batch arrives,0.0,10114
>New batch arrives,0.0,10115
>New batch arrives,0.0,10116
>New batch arrives,0.0,10117
>New batch arrives,0.0,10118
>New batch arrives,0.0,10119
>New batch arrives,0.0,10120
>New batch arrives,0.0,10121
>New batch arrives,0.0,10122
>New batch arrives,0.0,10123
>New batch arrives,0.0,10124
>New batch arrives,0.0,10125
>New batch arrives,0.0,10126
>New batch arrives,0.0,10127
>New batch arrives,0.0,10128
>New batch arrives,0.0,10129
>New batch arrives,0.0,10130
>New batch arrives,0.0,10131
>New batch arrives,0.0,10132
>New batch arrives,0.0,10133
>New batch arrives,0.0,10134
>New batch arrives,0.0,10135
>New batch arrives,0.0,10136
>New batch arrives,0.0,10137
>New batch arrives,0.0,10138
>New batch arrives,0.0,10139
>New batch arrives,0.0,10140
>New batch arrives,0.0,10141
>New batch arrives,0.0,10142
>New batch arrives,0.0,10143
>New batch arrives,0.0,10144
>New batch arrives,0.0,10145
>New batch arrives,0.0,10146
>New batch arrives,0.0,10147
>New batch arrives,0.0,10148
>New batch arrives,0.0,10149
>New batch arrives,0.0,10150
>New batch arrives,0.0,10151
>New batch arrives,0.0,10152
>New batch arrives,0.0,10153
>New batch arrives,0.0,10154
>New batch arrives,0.0,10155
>New batch arrives,0.0,10156
>New batch arrives,0.0,10157
>New batch arrives,0.0,10158
>New batch arrives,0.0,10159
>New batch arrives,0.0,10160
>New batch arrives,0.0,10161
>New batch arrives,0.0,10162
>New batch arrives,0.0,10163
>New batch arrives,0.0,10164
>New batch arrives,0.0,10165
>New batch arrives,0.0,10166
>New batch arrives,0.0,10167
>New batch arrives,0.0,10168
>New batch arrives,0.0,10169
>New batch arrives,0.0,10170
>New batch arrives,0.0,10171
>New batch arrives,0.0,10172
>New batch arrives,0.0,10173
>New batch arrives,0.0,10174
>New batch arrives,0.0,10175
>New batch arrives,0.0,10176
>New batch arrives,0.0,10177
>New batch arrives,0.0,10178
>New batch arrives,0.0,10179
>New batch arrives,0.0,10180
>New batch arrives,0.0,10181
>New batch arrives,0.0,10182
>New batch arrives,0.0,10183
>New batch arrives,0.0,10184
>New batch arrives,0.0,10185
>New batch arrives,0.0,10186
>New batch arrives,0.0,10187
>New batch arrives,0.0,10188
>New batch arrives,0.0,10189
>New batch arrives,0.0,10190
>New batch arrives,0.0,10191
>New batch arrives,0.0,10192
>New batch arrives,0.0,10193
>New batch arrives,0.0,10194
>New batch arrives,0.0,10195
>New batch arrives,0.0,10196
>New batch arrives,0.0,10197
>New batch arrives,0.0,10198
>New batch arrives,0.0,10199
>New batch arrives,0.0,10200
>New batch arrives,0.0,10201
>New batch arrives,0.0,10202
>New batch arrives,0.0,10203
>New batch arrives,0.0,10204
>New batch arrives,0.0,10205
>New batch arrives,0.0,10206
>New batch arrives,0.0,10207
>New batch arrives,0.0,10208
>New batch arrives,0.0,10209
>New batch arrives,0.0,10210
>New batch arrives,0.0,10211
>New batch arrives,0.0,10212
>New batch arrives,0.0,10213
>New batch arrives,0.0,10214
>New batch arrives,0.0,10215
>New batch arrives,0.0,10216
>New batch arrives,0.0,10217
>New batch arrives,0.0,10218
>New batch arrives,0.0,10219
>New batch arrives,0.0,10220
>New batch arrives,0.0,10221
>New batch arrives,0.0,10222
>New batch arrives,0.0,10223
>New batch arrives,0.0,10224
>New batch arrives,0.0,10225
>New batch arrives,0.0,10226
>New batch arrives,0.0,10227
>New batch arrives,0.0,10228
>New batch arrives,0.0,10229
>New batch arrives,0.0,10230
>New batch arrives,0.0,10231
>New batch arrives,0.0,10232
>New batch arrives,0.0,10233
>New batch arrives,0.0,10234
>New batch arrives,0.0,10235
>New batch arrives,0.0,10236
>New batch arrives,0.0,10237
>New batch arrives,0.0,10238
>New batch arrives,0.0,10239
>New batch arrives,0.0,10240
>New batch arrives,0.0,10241
>New batch arrives,0.0,10242
>New batch arrives,0.0,10243
>New batch arrives,0.0,10244
>New batch arrives,0.0,10245
>New batch arrives,0.0,10246
>New batch arrives,0.0,10247
>New batch arrives,0.0,10248
>New batch arrives,0.0,10249
>New batch arrives,0.0,10250
>New batch arrives,0.0,10251
>New batch arrives,0.0,10252
>New batch arrives,0.0,10253
>New batch arrives,0.0,10254
>New batch arrives,0.0,10255
>New batch arrives,0.0,10256
>New batch arrives,0.0,10257
>New batch arrives,0.0,10258
>New batch arrives,0.0,10259
>New batch arrives,0.0,10260
>New batch arrives,0.0,10261
>New batch arrives,0.0,10262
>New batch arrives,0.0,10263
>New batch arrives,0.0,10264
>New batch arrives,0.0,10265
>New batch arrives,0.0,10266
>New batch arrives,0.0,10267
>New batch arrives,0.0,10268
>New batch arrives,0.0,10269
>New batch arrives,0.0,10270
>New batch arrives,0.0,10271
>New batch arrives,0.0,10272
>New batch arrives,0.0,10273
>New batch arrives,0.0,10274
>New batch arrives,0.0,10275
>New batch arrives,0.0,10276
>New batch arrives,0.0,10277
>New batch arrives,0.0,10278
>New batch arrives,0.0,10279
>New batch arrives,0.0,10280
>New batch arrives,0.0,10281
>New batch arrives,0.0,10282
>New batch arrives,0.0,10283
>New batch arrives,0.0,10284
>New batch arrives,0.0,10285
>New batch arrives,0.0,10286
>New batch arrives,0.0,10287
>New batch arrives,0.0,10288
>New batch arrives,0.0,10289
>New batch arrives,0.0,10290
>New batch arrives,0.0,10291
>New batch arrives,0.0,10292
>New batch arrives,0.0,10293
>New batch arrives,0.0,10294
>New batch arrives,0.0,10295
>New batch arrives,0.0,10296
>New batch arrives,0.0,10297
>New batch arrives,0.0,10298
>New batch arrives,0.0,10299
>New batch arrives,0.0,10300
>New batch arrives,0.0,10301
>New batch arrives,0.0,10302
>New batch arrives,0.0,10303
>New batch arrives,0.0,10304
>New batch arrives,0.0,10305
>New batch arrives,0.0,10306
>New batch arrives,0.0,10307
>New batch arrives,0.0,10308
>New batch arrives,0.0,10309
>New batch arrives,0.0,10310
>New batch arrives,0.0,10311
>New batch arrives,0.0,10312
>New batch arrives,0.0,10313
>New batch arrives,0.0,10314
>New batch arrives,0.0,10315
>New batch arrives,0.0,10316
>New batch arrives,0.0,10317
>New batch arrives,0.0,10318
>New batch arrives,0.0,10319
>New batch arrives,0.0,10320
>New batch arrives,0.0,10321
>New batch arrives,0.0,10322
>New batch arrives,0.0,10323
>New batch arrives,0.0,10324
>New batch arrives,0.0,10325
>New batch arrives,0.0,10326
>New batch arrives,0.0,10327
>New batch arrives,0.0,10328
>New batch arrives,0.0,10329
>New batch arrives,0.0,10330
>New batch arrives,0.0,10331
>New batch arrives,0.0,10332
>New batch arrives,0.0,10333
>New batch arrives,0.0,10334
>New batch arrives,0.0,10335
>New batch arrives,0.0,10336
>New batch arrives,0.0,10337
>New batch arrives,0.0,10338
>New batch arrives,0.0,10339
>New batch arrives,0.0,10340
>New batch arrives,0.0,10341
>New batch arrives,0.0,10342
>New batch arrives,0.0,10343
>New batch arrives,0.0,10344
>New batch arrives,0.0,10345
>New batch arrives,0.0,10346
>New batch arrives,0.0,10347
>New batch arrives,0.0,10348
>New batch arrives,0.0,10349
>New batch arrives,0.0,10350
>New batch arrives,0.0,10351
>New batch arrives,0.0,10352
>New batch arrives,0.0,10353
>New batch arrives,0.0,10354
>New batch arrives,0.0,10355
>New batch arrives,0.0,10356
>New batch arrives,0.0,10357
>New batch arrives,0.0,10358
>New batch arrives,0.0,10359
>New batch arrives,0.0,10360
>New batch arrives,0.0,10361
>New batch arrives,0.0,10362
>New batch arrives,0.0,10363
>New batch arrives,0.0,10364
>New batch arrives,0.0,10365
>New batch arrives,0.0,10366
>New batch arrives,0.0,10367
>New batch arrives,0.0,10368
>New batch arrives,0.0,10369
>New batch arrives,0.0,10370
>New batch arrives,0.0,10371
>New batch arrives,0.0,10372
>New batch arrives,0.0,10373
>New batch arrives,0.0,10374
>New batch arrives,0.0,10375
>New batch arrives,0.0,10376
>New batch arrives,0.0,10377
>New batch arrives,0.0,10378
>New batch arrives,0.0,10379
>New batch arrives,0.0,10380
>New batch arrives,0.0,10381
>New batch arrives,0.0,10382
>New batch arrives,0.0,10383
>New batch arrives,0.0,10384
>New batch arrives,0.0,10385
>New batch arrives,0.0,10386
>New batch arrives,0.0,10387
>New batch arrives,0.0,10388
>New batch arrives,0.0,10389
>New batch arrives,0.0,10390
>New batch arrives,0.0,10391
>New batch arrives,0.0,10392
>New batch arrives,0.0,10393
>New batch arrives,0.0,10394
>New batch arrives,0.0,10395
>New batch arrives,0.0,10396
>New batch arrives,0.0,10397
>New batch arrives,0.0,10398
>New batch arrives,0.0,10399
>New batch arrives,0.0,10400
>New batch arrives,0.0,10401
>New batch arrives,0.0,10402
>New batch arrives,0.0,10403
>New batch arrives,0.0,10404
>New batch arrives,0.0,10405
>New batch arrives,0.0,10406
>New batch arrives,0.0,10407
>New batch arrives,0.0,10408
>New batch arrives,0.0,10409
>New batch arrives,0.0,10410
>New batch arrives,0.0,10411
>New batch arrives,0.0,10412
>New batch arrives,0.0,10413
>New batch arrives,0.0,10414
>New batch arrives,0.0,10415
>New batch arrives,0.0,10416
>New batch arrives,0.0,10417
>New batch arrives,0.0,10418
>New batch arrives,0.0,10419
>New batch arrives,0.0,10420
>New batch arrives,0.0,10421
>New batch arrives,0.0,10422
>New batch arrives,0.0,10423
>New batch arrives,0.0,10424
>New batch arrives,0.0,10425
>New batch arrives,0.0,10426
>New batch arrives,0.0,10427
>New batch arrives,0.0,10428
>New batch arrives,0.0,10429
>New batch arrives,0.0,10430
>New batch arrives,0.0,10431
>New batch arrives,0.0,10432
>New batch arrives,0.0,10433
>New batch arrives,0.0,10434
>New batch arrives,0.0,10435
>New batch arrives,0.0,10436
>New batch arrives,0.0,10437
>New batch arrives,0.0,10438
>New batch arrives,0.0,10439
>New batch arrives,0.0,10440
>New batch arrives,0.0,10441
>New batch arrives,0.0,10442
>New batch arrives,0.0,10443
>New batch arrives,0.0,10444
>New batch arrives,0.0,10445
>New batch arrives,0.0,10446
>New batch arrives,0.0,10447
>New batch arrives,0.0,10448
>New batch arrives,0.0,10449
>New batch arrives,0.0,10450
>New batch arrives,0.0,10451
>New batch arrives,0.0,10452
>New batch arrives,0.0,10453
>New batch arrives,0.0,10454
>New batch arrives,0.0,10455
>New batch arrives,0.0,10456
>New batch arrives,0.0,10457
>New batch arrives,0.0,10458
>New batch arrives,0.0,10459
>New batch arrives,0.0,10460
>New batch arrives,0.0,10461
>New batch arrives,0.0,10462
>New batch arrives,0.0,10463
>New batch arrives,0.0,10464
>New batch arrives,0.0,10465
>New batch arrives,0.0,10466
>New batch arrives,0.0,10467
>New batch arrives,0.0,10468
>New batch arrives,0.0,10469
>New batch arrives,0.0,10470
>New batch arrives,0.0,10471
>New batch arrives,0.0,10472
>New batch arrives,0.0,10473
>New batch arrives,0.0,10474
>New batch arrives,0.0,10475
>New batch arrives,0.0,10476
>New batch arrives,0.0,10477
>New batch arrives,0.0,10478
>New batch arrives,0.0,10479
>New batch arrives,0.0,10480
>New batch arrives,0.0,10481
>New batch arrives,0.0,10482
>New batch arrives,0.0,10483
>New batch arrives,0.0,10484
>New batch arrives,0.0,10485
>New batch arrives,0.0,10486
>New batch arrives,0.0,10487
>New batch arrives,0.0,10488
>New batch arrives,0.0,10489
>New batch arrives,0.0,10490
>New batch arrives,0.0,10491
>New batch arrives,0.0,10492
>New batch arrives,0.0,10493
>New batch arrives,0.0,10494
>New batch arrives,0.0,10495
>New batch arrives,0.0,10496
>New batch arrives,0.0,10497
>New batch arrives,0.0,10498
>New batch arrives,0.0,10499
>New batch arrives,0.0,10500
>New batch arrives,0.0,10501
